ID,Department,Manager,Location,DataFan
817,Finance,816,Cape Town,no
818,Finance,816,Cape Town,no
819,Finance,815,Cape Town,no
820,DivisionY,298,Cape Town,no
821,Training,2692,Cape Town,no
822,DivisionY,820,Cape Town,no
823,Training,2692,Cape Town,no
824,Training,2692,Cape Town,no
825,Training,816,Cape Town,no
826,Training,805,Cape Town,no
827,Customer Services,826,Cape Town,no
828,Training,826,Cape Town,no
829,Finance,816,Cape Town,no
830,Customer Services,827,Cape Town,no
831,Training,2692,Gauteng,no
832,Customer Services,828,Gauteng,no
833,Training,2692,Cape Town,no
834,Training,2692,Cape Town,no
835,Training,845,Beijing,no
836,DivisionY,2079,Beijing,no
837,DivisionX,839,Beijing,no
838,DivisionY,3097,Beijing,no
839,DivisionX,845,Beijing,no
840,DivisionX,845,Beijing,no
841,DivisionY,3097,Beijing,no
842,DivisionY,838,Beijing,no
843,DivisionX,845,Beijing,no
844,DivisionX,843,Beijing,no
845,DivisionX,390,Beijing,no
846,DivisionX,849,Guangzhou,no
847,DivisionX,849,Guangzhou,no
848,DivisionX,849,Guangzhou,no
849,DivisionX,845,Hong Kong,no
850,DivisionX,845,Hong Kong,no
851,DivisionX,845,Shanghai,no
852,DivisionX,854,Tokyo,no
853,DivisionX,867,Tokyo,no
854,DivisionX,867,Tokyo,no
855,DivisionX,854,Tokyo,no
856,DivisionX,854,Tokyo,no
857,DivisionY,3097,Tokyo,no
858,DivisionX,867,Seoul,no
859,DivisionX,858,Seoul,no
860,DivisionX,3040,Jakarta,no
861,DivisionX,862,Kuala Lumpur,no
862,DivisionX,867,Kuala Lumpur,no
863,DivisionX,862,Kuala Lumpur,no
864,DivisionY,2368,Bangkok,no
865,DivisionX,2536,Bangkok,no
866,DivisionX,867,Bangkok,no
867,DivisionX,390,Bangkok,no
868,DivisionX,866,Bangkok,no
869,DivisionX,867,Ho Chi Minh City,no
870,DivisionX,869,Ho Chi Minh City,no
871,Finance,338,Singapore,no
872,Finance,1280,Singapore,no
873,Finance,204,Singapore,no
874,Legal,1464,Singapore,no
875,Legal,1464,Singapore,no
876,DivisionX,853,Singapore,no
877,Operations,2409,Singapore,no
878,Operations,1945,Singapore,no
879,Customer Services,878,Singapore,no
880,Training,903,Port Melbourne,no
881,Operations,906,Port Melbourne,no
882,DivisionY,94,Port Melbourne,no
883,Training,911,Port Melbourne,no
884,Customer Services,904,Port Melbourne,no
885,Training,886,Port Melbourne,no
886,Training,910,Port Melbourne,no
887,Operations,906,Port Melbourne,no
888,Training,889,Sydney,no
889,Training,883,Port Melbourne,no
890,Training,903,Port Melbourne,no
891,Customer Services,904,Port Melbourne,no
892,Training,883,Port Melbourne,no
893,DivisionY,1275,Port Melbourne,no
894,DivisionY,910,Port Melbourne,no
895,Finance,917,Port Melbourne,no
896,Training,883,Port Melbourne,no
897,Training,903,Port Melbourne,no
898,Finance,917,Port Melbourne,no
899,Training,903,Port Melbourne,no
900,Training,883,Port Melbourne,no
901,Training,883,Port Melbourne,no
902,Training,900,Port Melbourne,no
903,Training,911,Port Melbourne,no
904,Customer Services,919,Port Melbourne,no
905,Training,920,Port Melbourne,no
906,Operations,919,Port Melbourne,no
907,Training,918,Port Melbourne,no
908,DivisionX,911,Port Melbourne,no
909,Training,916,Port Melbourne,no
910,Training,911,Port Melbourne,no
911,Training,1297,Port Melbourne,no
912,Training,911,Port Melbourne,no
913,Training,889,Sydney,no
914,Customer Services,904,Port Melbourne,no
915,Finance,170,Port Melbourne,no
916,Training,910,Port Melbourne,no
917,Finance,915,Port Melbourne,no
918,Training,910,Port Melbourne,no
919,Facilities,911,Port Melbourne,no
920,Training,883,Port Melbourne,no
921,Training,889,Port Melbourne,no
922,DivisionX,1513,Lima,no
923,DivisionX,166,France,no
924,DivisionX,927,France,no
925,DivisionX,926,France,no
926,DivisionX,927,France,no
927,DivisionX,361,France,no
928,DivisionX,2309,Moscow,no
929,DivisionX,1923,Turin,no
930,DivisionX,929,Turin,no
931,Training,1964,Turin,no
932,DivisionX,1923,Turin,no
933,DivisionX,2969,Dubai,no
934,Training,2969,Dubai,no
935,DivisionX,937,Madrid,no
936,DivisionX,1272,Madrid,no
937,DivisionX,3314,Madrid,no
938,DivisionX,1272,Madrid,no
939,DivisionX,937,Madrid,no
940,DivisionX,2985,Madrid,no
941,Operations,1499,Madrid,no
942,DivisionX,480,Madrid,no
943,Finance,953,Madrid,no
944,DivisionX,935,Madrid,no
945,DivisionX,123,Madrid,no
946,DivisionX,936,Madrid,no
947,DivisionX,1961,Madrid,no
948,DivisionX,1272,Madrid,no
949,DivisionX,2260,Madrid,no
950,DivisionX,980,Madrid,no
951,DivisionY,298,Madrid,no
952,DivisionX,JANE HOLT (On Leave),Madrid,no
953,Finance,2777,Madrid,no
954,DivisionX,1000,Madrid,no
955,DivisionX,1961,Madrid,no
956,DivisionX,936,Madrid,no
957,DivisionX,936,Madrid,no
958,DivisionX,936,Madrid,no
959,DivisionX,1272,Madrid,no
960,DivisionX,940,Madrid,no
961,DivisionX,948,Madrid,no
962,DivisionX,948,Madrid,no
963,DivisionX,948,Madrid,no
964,DivisionX,1961,Madrid,no
965,DivisionX,1272,Madrid,no
966,DivisionX,155,Madrid,no
967,DivisionX,953,Madrid,no
968,DivisionX,1272,Madrid,no
969,DivisionX,948,Madrid,no
970,DivisionX,1961,Madrid,no
971,DivisionX,936,Madrid,no
972,DivisionX,948,Madrid,no
973,DivisionX,948,Madrid,no
974,DivisionX,1961,Madrid,no
975,DivisionX,967,Madrid,no
976,DivisionX,3314,Madrid,no
977,DivisionX,JANE HOLT (On Leave),Madrid,no
978,DivisionX,177,Madrid,no
979,DivisionX,940,Madrid,no
980,DivisionX,976,Madrid,no
981,DivisionX,242,Madrid,no
982,DivisionX,935,Madrid,no
983,DivisionX,968,Madrid,no
984,DivisionX,937,Madrid,no
985,Finance,953,Madrid,no
986,DivisionX,937,Madrid,no
987,DivisionX,1272,Madrid,no
988,DivisionX,948,Madrid,no
989,Finance,943,Madrid,no
990,DivisionX,2985,Madrid,no
991,DivisionX,1272,Madrid,no
992,DivisionX,980,Madrid,no
993,DivisionX,948,Madrid,no
994,DivisionX,968,Madrid,no
995,DivisionX,980,Madrid,no
996,DivisionX,948,Madrid,no
997,Technology,2472,Madrid,no
998,DivisionX,1272,Madrid,no
999,DivisionX,1809,Madrid,no
1000,DivisionX,195,Madrid,no
1001,Marketing,73,Birmingham,no
1002,Training,1133,Birmingham,no
1003,Finance,486,Birmingham,no
1004,Customer Services,314,Birmingham,no
1005,Training,1606,Birmingham,no
1006,Training,558,Birmingham,no
1007,Training,153,Birmingham,no
1008,Training,202,Birmingham,no
1009,Training,1283,Birmingham,no
1010,Training,2104,Birmingham,no
1011,Technology,1316,Birmingham,no
1012,Training,2862,Birmingham,no
1013,Finance,1025,Sao Paulo,no
1014,DivisionX,1097,Sao Paulo,no
1015,DivisionX,1034,Sao Paulo,no
1016,DivisionX,1034,Sao Paulo,no
1017,DivisionX,1032,Sao Paulo,no
1018,DivisionX,1097,Sao Paulo,no
1019,DivisionX,1014,Sao Paulo,no
1020,DivisionX,1014,Sao Paulo,no
1021,DivisionX,1014,Sao Paulo,no
1022,Finance,1025,Sao Paulo,no
1023,DivisionX,1014,Sao Paulo,no
1024,DivisionX,1038,Sao Paulo,no
1025,Finance,2777,Sao Paulo,no
1026,DivisionX,1014,Sao Paulo,no
1027,DivisionX,1034,Sao Paulo,no
1028,DivisionX,1018,Sao Paulo,no
1029,DivisionX,1014,Sao Paulo,no
1030,DivisionX,1014,Sao Paulo,no
1031,DivisionX,1018,Sao Paulo,no
1032,DivisionX,1097,Sao Paulo,no
1033,DivisionX,1034,Sao Paulo,no
1034,DivisionX,1097,Sao Paulo,no
1035,DivisionX,1034,Sao Paulo,no
1036,DivisionX,1014,Sao Paulo,no
1037,DivisionX,1014,Sao Paulo,no
1038,DivisionX,1097,Sao Paulo,no
1039,DivisionX,1038,Sao Paulo,no
1040,Finance,1025,Sao Paulo,no
1041,DivisionX,1032,Sao Paulo,no
1042,Finance,1025,Sao Paulo,no
1043,DivisionX,1034,Sao Paulo,no
1044,DivisionY,1072,Sao Paulo,no
1045,DivisionX,1034,Rio de Janeiro,no
1046,DivisionX,1034,Rio de Janeiro,no
1047,DivisionX,1077,Mexico City,no
1048,DivisionX,1513,Mexico City,no
1049,DivisionX,1922,Mexico City,no
1050,DivisionX,1876,Mexico City,no
1051,DivisionX,1138,Mexico City,no
1052,DivisionX,2503,Mexico City,no
1053,DivisionX,1051,Mexico City,no
1054,DivisionX,2574,Mexico City,no
1055,DivisionX,2251,Mexico City,no
1056,Finance,1069,Mexico City,no
1057,DivisionX,1063,Mexico City,no
1058,DivisionX,1077,Mexico City,no
1059,Facilities,2574,Mexico City,no
1060,DivisionX,1049,Mexico City,no
1061,DivisionX,1066,Mexico City,no
1062,DivisionX,1048,Mexico City,no
1063,DivisionX,1051,Mexico City,no
1064,Finance,1069,Mexico City,no
1065,DivisionX,1048,Mexico City,no
1066,DivisionX,1513,Mexico City,no
1067,DivisionX,2251,Mexico City,no
1068,DivisionX,1513,Mexico City,no
1069,Finance,1370,Mexico City,no
1070,DivisionX,981,Mexico City,no
1071,HR,1105,Mexico City,no
1072,DivisionY,620,Mexico City,no
1073,DivisionX,1513,Mexico City,no
1074,DivisionX,1516,Mexico City,no
1075,DivisionX,1061,Mexico City,no
1076,Customer Services,1451,Mexico City,no
1077,DivisionX,1513,Mexico City,no
1078,DivisionX,2251,Mexico City,no
1079,DivisionX,1053,Mexico City,no
1080,DivisionX,1284,Mexico City,no
1081,Customer Services,1451,Mexico City,no
1082,DivisionY,1072,Mexico City,no
1083,DivisionX,1524,Mexico City,no
1084,DivisionX,1513,Bogota,no
1085,DivisionX,1084,Bogota,no
1086,DivisionX,1084,Bogota,no
1087,DivisionX,1084,Bogota,no
1088,DivisionX,1100,Praha,no
1089,DivisionX,2309,Moscow,no
1090,DivisionX,2309,Moscow,no
1091,DivisionX,2309,Moscow,no
1092,DivisionX,229,Birmingham,no
1093,DivisionX,2309,Moscow,no
1094,DivisionX,1097,Santiago,no
1095,Training,332,Buenos Aires,no
1096,DivisionX,1097,Buenos Aires,no
1097,DivisionX,981,Sao Paulo,no
1098,Technology,3073,Birmingham,no
1099,DivisionY,412,Birmingham,no
1100,DivisionX,271,Praha,no
1101,DivisionX,2309,Moscow,no
1102,DivisionX,862,Kuala Lumpur,no
1103,DivisionY,7,New York,no
1104,Marketing,73,Birmingham,no
1105,HR,347,Birmingham,no
1106,DivisionX,949,Birmingham,no
1107,DivisionX,280,Birmingham,no
1108,DivisionY,11,Birmingham,no
1109,DivisionY,617,Birmingham,no
1110,Training,1713,Birmingham,no
1111,DivisionY,555,Birmingham,no
1112,Training,153,Birmingham,no
1113,Training,2414,New Delhi,no
1114,Training,794,New Delhi,no
1115,Customer Services,1377,Thiruvananthapuram,no
1116,Training,1297,New Delhi,no
1117,Legal,2671,Birmingham,no
1118,DivisionY,521,Amsterdam,no
1119,DivisionY,494,Birmingham,no
1120,DivisionY,580,New York,no
1121,DivisionY,147,Birmingham,no
1122,Technology,2530,Birmingham,no
1123,Technology,1705,Birmingham,no
1124,DivisionY,Dan Edwards (On Leave),Birmingham,no
1125,DivisionY,603,Birmingham,no
1126,Operations,174,Birmingham,no
1127,DivisionY,555,Birmingham,no
1128,DivisionY,2075,Birmingham,no
1129,Training,1150,Birmingham,no
1130,Training,1132,Birmingham,no
1131,Training,1199,Birmingham,no
1132,Training,482,Birmingham,no
1133,Training,170,Birmingham,no
1134,DivisionY,612,New York,no
1135,Technology,Tina Dela Cruz (On Leave),Manila,no
1136,Technology,679,Manila,no
1137,Technology,501,Birmingham,no
1138,Technology,306,Birmingham,no
1139,Technology,133,Birmingham,no
1140,DivisionX,Pamela Baxter [C],Birmingham,no
1141,DivisionY,611,New York,no
1142,DivisionX,214,Birmingham,no
1143,Finance,362,Birmingham,no
1144,Finance,362,Birmingham,no
1145,Technology,661,Manila,no
1146,Technology,710,Manila,no
1147,DivisionX,1609,Birmingham,no
1148,Finance,2801,Birmingham,no
1149,DivisionY,469,Birmingham,no
1150,Training,1608,Birmingham,no
1151,DivisionY,620,New York,no
1152,DivisionX,2536,Bangkok,no
1153,DivisionX,341,Birmingham,no
1154,Training,1283,Birmingham,no
1155,Training,311,Birmingham,no
1156,HR,1105,Birmingham,no
1157,Finance,1819,Birmingham,no
1158,Finance,392,Birmingham,no
1159,Finance,388,Birmingham,no
1160,DivisionX,185,Birmingham,no
1161,Technology,631,Manila,no
1162,Legal,Paul Morton [C],Birmingham,no
1163,Training,1608,Birmingham,no
1164,DivisionX,304,Birmingham,no
1165,DivisionY,1304,Birmingham,no
1166,Training,2693,Kenya,no
1167,Training,1166,Nigeria,no
1168,Technology,2030,Manila,no
1169,Training,1297,Birmingham,no
1170,Training,1607,Birmingham,no
1171,DivisionY,94,Singapore,no
1172,DivisionY,380,Birmingham,no
1173,Training,153,Birmingham,no
1174,Training,900,Port Melbourne,no
1175,DivisionX,271,Warsaw,no
1176,Training,202,Birmingham,no
1177,DivisionX,1178,Amsterdam,no
1178,DivisionX,927,Amsterdam,no
1179,DivisionX,Eileen Dessaso [C],Birmingham,no
1180,DivisionX,2195,Birmingham,no
1181,Technology,667,Manila,no
1182,Technology,641,Manila,no
1183,Training,558,Birmingham,no
1184,DivisionX,480,Birmingham,no
1185,Training,2104,Birmingham,no
1186,Training,1964,Madrid,no
1187,Technology,655,Manila,no
1188,DivisionY,402,Birmingham,no
1189,DivisionY,620,New York,no
1190,DivisionY,277,Birmingham,no
1191,Technology,81,Birmingham,yes
1192,DivisionY,2087,Birmingham,no
1193,Technology,680,Manila,no
1194,Technology,2167,Manila,no
1195,DivisionX,Niki Donnelly (On Leave),Birmingham,no
1196,Training,1792,Istanbul,no
1197,DivisionX,854,Tokyo,no
1198,DivisionX,854,Tokyo,no
1199,Training,311,Birmingham,no
1200,Training,1132,Birmingham,no
1201,Training,794,New Delhi,no
1202,Finance,543,Birmingham,no
1203,DivisionX,318,Birmingham,no
1204,Training,1116,New Delhi,no
1205,Technology,661,Manila,no
1206,Legal,Paul Morton [C],Birmingham,no
1207,Finance,170,New Delhi,no
1208,DivisionY,10,New York,no
1209,DivisionY,2060,Birmingham,no
1210,Technology,2714,Birmingham,no
1211,Training,1200,Birmingham,no
1212,DivisionX,1865,Birmingham,no
1213,Legal,2558,Birmingham,no
1214,Technology,1138,Birmingham,no
1215,Technology,2714,Birmingham,no
1216,DivisionY,608,New York,no
1217,DivisionY,325,Birmingham,no
1218,Operations,325,Birmingham,no
1219,Technology,1138,Birmingham,yes
1220,DivisionY,725,New Delhi,no
1221,DivisionY,475,New York,no
1222,Technology,182,Birmingham,yes
1223,DivisionY,11,Birmingham,no
1224,DivisionX,927,Switzerland,no
1225,DivisionY,571,Birmingham,no
1226,Finance,1280,Singapore,no
1227,DivisionX,3040,Jakarta,no
1228,DivisionX,3040,Jakarta,no
1229,Technology,655,Manila,no
1230,Technology,683,Manila,no
1231,Technology,317,Birmingham,no
1232,DivisionX,245,Birmingham,no
1233,Technology,1510,Manila,no
1234,Training,564,Birmingham,no
1235,Technology,2714,Birmingham,no
1236,DivisionX,158,Birmingham,no
1237,Technology,1675,Birmingham,no
1238,DivisionX,605,Birmingham,no
1239,DivisionY,86,New York,no
1240,Technology,2438,Manila,no
1241,DivisionX,599,Birmingham,no
1242,DivisionX,1077,Mexico City,no
1243,Finance,397,Birmingham,no
1244,DivisionZ,1289,Manila,no
1245,Technology,1289,Manila,no
1246,Technology,1235,Manila,no
1247,DivisionX,948,Madrid,no
1248,Finance,1714,Birmingham,no
1249,Finance,898,Port Melbourne,no
1250,Technology,105,Birmingham,no
1251,Training,2002,Birmingham,no
1252,Technology,81,Birmingham,no
1253,Training,1713,Birmingham,no
1254,Customer Services,257,Birmingham,no
1255,Operations,1368,Birmingham,no
1256,DivisionX,223,Madrid,no
1257,Technology,1215,Birmingham,no
1258,Finance,362,Birmingham,no
1259,DivisionY,609,Birmingham,no
1260,DivisionY,1997,Birmingham,no
1261,DivisionX,599,Birmingham,no
1262,Technology,2473,Birmingham,no
1263,DivisionY,608,Birmingham,no
1264,DivisionY,2060,Birmingham,yes
1265,Technology,687,Manila,no
1266,Technology,631,Manila,no
1267,Technology,1215,Birmingham,no
1268,DivisionX,406,Birmingham,no
1269,Customer Services,826,Cape Town,no
1270,DivisionY,2607,Birmingham,no
1271,Training,564,Birmingham,no
1272,DivisionX,3314,Madrid,no
1273,DivisionY,620,New York,no
1274,DivisionY,1189,New York,no
1275,DivisionY,469,Port Melbourne,no
1276,Communications,240,Birmingham,no
1277,DivisionX,1116,New Delhi,no
1278,Finance,2297,Manila,no
1279,Finance,307,Manila,no
1280,Finance,465,Singapore,no
1281,Facilities,16,New York,no
1282,Technology,2530,Port Melbourne,no
1283,Training,542,Birmingham,no
1284,DivisionX,2178,Mexico City,no
1285,DivisionX,Niki Donnelly (On Leave),Birmingham,no
1286,DivisionX,1916,Mexico City,no
1287,DivisionX,1923,Turin,no
1288,DivisionX,929,Turin,no
1289,DivisionZ,2069,Manila,no
1290,Finance,396,Manila,no
1291,Technology,1182,Manila,no
1292,DivisionY,1127,Birmingham,yes
1293,Technology,381,Birmingham,no
1294,Customer Services,1305,Birmingham,no
1295,Technology,317,Birmingham,no
1296,Finance,338,Birmingham,no
1297,Training,325,Birmingham,no
1298,DivisionX,Rob Bexon [C],Birmingham,no
1299,DivisionX,867,Bangkok,no
1300,DivisionX,453,New York,no
1301,DivisionX,Irana Morrish [C],Birmingham,no
1302,Training,2002,Birmingham,no
1303,DivisionX,159,Birmingham,no
1304,DivisionY,507,New York,no
1305,Customer Services,1945,Birmingham,no
1306,DivisionX,26,Birmingham,no
1307,DivisionX,Rob Bexon [C],Birmingham,no
1308,DivisionX,6,Birmingham,no
1309,Customer Services,1369,Manila,no
1310,DivisionZ,1335,Manila,no
1311,Sales,88,Birmingham,no
1312,Technology,681,Manila,no
1313,Technology,680,Manila,no
1314,DivisionY,557,Birmingham,no
1315,Operations,1207,New Delhi,no
1316,Technology,251,Birmingham,no
1317,Technology,1435,Manila,no
1318,DivisionY,152,Birmingham,no
1319,DivisionZ,1289,Manila,no
1320,Operations,93,Madrid,no
1321,Technology,1219,Birmingham,no
1322,DivisionX,61,India Operations Centre,no
1323,Facilities,55,Birmingham,no
1324,DivisionX,304,Birmingham,no
1325,DivisionX,364,India Operations Centre,no
1326,DivisionX,452,India Operations Centre,no
1327,DivisionY,2607,Birmingham,no
1328,Operations,2001,Birmingham,no
1329,Customer Services,1945,Manila,no
1330,Technology,710,Manila,no
1331,DivisionY,2665,Birmingham,no
1332,Technology,1458,Manila,no
1333,DivisionY,147,Singapore,no
1334,Training,805,Cape Town,no
1335,DivisionZ,1289,Manila,no
1336,DivisionX,596,Birmingham,no
1337,Training,153,Birmingham,no
1338,Technology,2279,Manila,no
1339,Technology,Tina Dela Cruz (On Leave),Manila,no
1340,DivisionY,475,Birmingham,no
1341,Customer Services,1329,Manila,no
1342,DivisionY,181,New York,no
1343,Technology,461,Birmingham,no
1344,DivisionX,1734,New York,no
1345,Technology,1289,Manila,no
1346,Customer Services,1329,Manila,no
1347,Technology,1460,Manila,no
1348,Technology,696,Manila,no
1349,DivisionY,2607,Birmingham,no
1350,Customer Services,1341,Manila,no
1351,Technology,635,Manila,no
1352,DivisionX,1734,New York,no
1353,DivisionY,421,Birmingham,no
1354,Technology,81,Manila,no
1355,DivisionY,894,Port Melbourne,no
1356,DivisionY,1275,Port Melbourne,no
1357,DivisionX,2860,Birmingham,no
1358,DivisionX,242,Birmingham,no
1359,DivisionY,143,Birmingham,no
1360,DivisionY,882,Port Melbourne,no
1361,DivisionY,499,Birmingham,no
1362,DivisionY,1963,Birmingham,yes
1363,Technology,359,Birmingham,no
1364,DivisionX,1955,Istanbul,no
1365,DivisionX,1178,Amsterdam,no
1366,Technology,2558,Manila,no
1367,DivisionY,1304,New York,no
1368,Operations,204,Birmingham,no
1369,Customer Services,1329,Manila,no
1370,Finance,2777,Mexico City,no
1371,Customer Services,1877,Manila,no
1372,DivisionX,968,Madrid,no
1373,DivisionY,165,Birmingham,no
1374,DivisionX,Purnima Singh [C],India Operations Centre,no
1375,DivisionX,2442,New Delhi,no
1376,Training,109,Birmingham,no
1377,Operations,1315,Bengaluru,no
1378,Technology,1354,Manila,no
1379,Training,1334,Cape Town,no
1380,Training,1334,Cape Town,no
1381,DivisionX,245,Birmingham,no
1382,Technology,696,Manila,no
1383,DivisionX,936,Madrid,no
1384,DivisionX,Eileen Dessaso [C],Birmingham,no
1385,DivisionX,1961,Madrid,no
1386,DivisionY,180,Birmingham,no
1387,DivisionX,599,Birmingham,no
1388,Training,1150,Birmingham,yes
1389,HR,1105,Birmingham,no
1390,DivisionY,103,Birmingham,no
1391,DivisionY,2791,New Delhi,no
1392,Training,788,Mumbai,no
1393,Training,769,Mumbai,no
1394,DivisionX,1648,Mumbai,no
1395,Training,759,Thiruvananthapuram,no
1396,Training,1622,New Delhi,no
1397,DivisionX,1201,Hyderabad,no
1398,Technology,324,Birmingham,no
1399,DivisionY,580,Birmingham,no
1400,Customer Services,2736,New York,no
1401,Customer Services,1341,Manila,no
1402,Training,783,Bengaluru,no
1403,DivisionX,976,Madrid,no
1404,Training,715,New Delhi,no
1405,Technology,687,Manila,no
1406,Technology,1335,Manila,no
1407,Technology,705,Manila,no
1408,DivisionY,59,Birmingham,no
1409,Training,2911,New Delhi,no
1410,DivisionY,522,Birmingham,no
1411,Finance,2423,New Delhi,no
1412,Training,767,Mumbai,no
1413,Technology,1378,Manila,no
1414,Training,807,Cape Town,no
1415,DivisionY,539,Birmingham,no
1416,DivisionY,211,Birmingham,no
1417,Technology,359,Birmingham,no
1418,Training,2980,New Delhi,no
1419,Legal,2671,Birmingham,no
1420,Training,783,Chennai,no
1421,Finance,2423,New Delhi,no
1422,Training,778,Kolkata,no
1423,DivisionY,740,New Delhi,no
1424,DivisionX,949,Mexico City,no
1425,Facilities,873,Singapore,no
1426,DivisionY,2075,Athens,no
1427,Sales,Adrian Horrocks (On Leave),Birmingham,no
1428,Customer Services,506,Birmingham,no
1429,DivisionX,782,Thiruvananthapuram,no
1430,Training,1007,Birmingham,no
1431,Legal,189,Birmingham,no
1432,DivisionX,599,Birmingham,no
1433,Training,1283,Birmingham,no
1434,DivisionY,380,Birmingham,no
1435,Technology,1751,Manila,no
1436,Customer Services,1518,Mumbai,no
1437,Technology,680,Manila,no
1438,Technology,381,Manila,no
1439,Technology,680,Manila,no
1440,DivisionX,854,Tokyo,no
1441,Training,340,Birmingham,no
1442,DivisionX,29,Birmingham,no
1443,Technology,1398,Birmingham,no
1444,DivisionX,949,Birmingham,no
1445,Sales,130,Birmingham,no
1446,Training,153,Birmingham,no
1447,Customer Services,826,Cape Town,no
1448,DivisionY,2735,Athens,no
1449,Technology,320,Manila,no
1450,DivisionX,1789,Mexico City,no
1451,DivisionX,1305,Mexico City,no
1452,Customer Services,239,Tokyo,no
1453,Technology,306,India Operations Centre,no
1454,Technology,680,Manila,no
1455,Technology,2167,Manila,no
1456,Technology,1161,Manila,no
1457,Training,462,Birmingham,no
1458,Technology,2069,Manila,no
1459,DivisionY,291,New York,no
1460,Technology,2030,Manila,no
1461,Training,791,Mumbai,no
1462,Training,788,Mumbai,no
1463,Legal,Paul Morton [C],Birmingham,no
1464,Legal,2671,Birmingham,no
1465,Finance,362,Birmingham,no
1466,DivisionY,62,Birmingham,no
1467,DivisionY,507,Birmingham,yes
1468,DivisionY,469,New York,no
1469,Operations,1315,Paris,no
1470,Technology,667,Manila,no
1471,Technology,667,Manila,no
1472,DivisionY,181,Birmingham,no
1473,Training,783,Hyderabad,no
1474,DivisionX,1648,Mumbai,no
1475,Training,769,Mumbai,no
1476,Training,775,Kolkata,no
1477,DivisionX,1734,New York,no
1478,Training,1749,New York,no
1479,DivisionX,1736,New York,no
1480,DivisionX,867,Singapore,no
1481,DivisionX,Kanchan Ganguly [C],India Operations Centre,no
1482,DivisionX,361,Birmingham,no
1483,DivisionX,2116,Quito,no
1484,Technology,655,Manila,no
1485,Technology,Tina Dela Cruz (On Leave),Manila,no
1486,Technology,637,Manila,no
1487,Technology,1182,Manila,no
1488,Technology,1378,Manila,no
1489,Customer Services,1518,Mumbai,no
1490,DivisionX,1272,Madrid,no
1491,DivisionX,936,Madrid,no
1492,DivisionX,948,Madrid,no
1493,DivisionX,936,Madrid,no
1494,Customer Services,2736,New York,no
1495,Training,1749,New York,no
1496,Technology,2167,Manila,no
1497,DivisionY,277,Birmingham,no
1498,Training,2007,Birmingham,no
1499,Operations,3314,Madrid,no
1500,Sales,130,Birmingham,no
1501,DivisionX,1451,Mexico City,no
1502,Training,1166,Kenya,no
1503,Customer Services,878,Singapore,no
1504,Customer Services,1346,Manila,no
1505,DivisionY,3097,Beijing,no
1506,Training,3316,Qatar,no
1507,DivisionX,128,Mexico City,no
1508,DivisionX,1450,Mexico City,no
1509,Technology,1378,Manila,no
1510,Technology,697,Manila,no
1511,DivisionY,3097,Taiwan,no
1512,DivisionX,801,Quito,no
1513,DivisionX,1070,Mexico City,no
1514,Training,2692,Gauteng,no
1515,DivisionX,940,Madrid,no
1516,DivisionX,1066,Mexico City,no
1517,DivisionX,1014,Sao Paulo,no
1518,Operations,1315,Mumbai,no
1519,DivisionX,333,India Operations Centre,no
1520,DivisionY,3097,Beijing,no
1521,Customer Services,1369,Manila,no
1522,DivisionX,1876,Mexico City,no
1523,DivisionX,1061,Mexico City,no
1524,DivisionX,1066,Mexico City,no
1525,DivisionX,Scott Marshall (On Leave),India Operations Centre,no
1526,Finance,307,New York,no
1527,DivisionY,11,India Operations Centre,no
1528,DivisionY,11,India Operations Centre,no
1529,DivisionX,981,New York,no
1530,DivisionY,725,New Delhi,no
1531,Technology,1138,New Delhi,no
1532,DivisionX,1272,Madrid,no
1533,DivisionX,Nikhil Joshi [C],India Operations Centre,no
1534,DivisionY,511,Birmingham,no
1535,DivisionY,598,Birmingham,no
1536,DivisionX,Archana Neelam [C],India Operations Centre,no
1537,DivisionX,Archana Neelam [C],India Operations Centre,no
1538,DivisionX,Archana Neelam [C],India Operations Centre,no
1539,DivisionX,Archana Neelam [C],India Operations Centre,no
1540,DivisionX,Kanchan Ganguly [C],India Operations Centre,no
1541,Technology,346,Birmingham,no
1542,DivisionX,849,Hong Kong,no
1543,DivisionX,467,Turin,no
1544,DivisionY,65,New York,no
1545,Training,758,Bengaluru,no
1546,DivisionX,1960,Istanbul,no
1547,Technology,629,Manila,no
1548,Sales,Adrian Horrocks (On Leave),Birmingham,no
1549,Technology,667,Manila,no
1550,Technology,667,Manila,no
1551,Technology,667,Manila,no
1552,Technology,667,Manila,no
1553,Technology,1510,Manila,no
1554,Customer Services,2591,Manila,no
1555,Technology,1219,Birmingham,yes
1556,Finance,440,Birmingham,no
1557,Sales,Adrian Horrocks (On Leave),Birmingham,no
1558,DivisionX,452,India Operations Centre,no
1559,DivisionX,1000,Turin,no
1560,DivisionX,1256,Mexico City,no
1561,Technology,2392,Manila,no
1562,Technology,1458,Manila,no
1563,DivisionZ,1244,Manila,no
1564,Customer Services,506,Birmingham,no
1565,Operations,1368,Birmingham,no
1566,HR,1808,Manila,no
1567,DivisionY,841,Beijing,no
1568,DivisionY,570,Birmingham,no
1569,Customer Services,506,Birmingham,no
1570,DivisionY,10,Birmingham,no
1571,Technology,443,Kolkata,no
1572,DivisionX,937,Madrid,no
1573,DivisionX,Nishu Sinha [C],India Operations Centre,no
1574,DivisionX,Purnima Singh [C],India Operations Centre,no
1575,DivisionX,Manash Saikia [C],India Operations Centre,no
1576,DivisionY,555,Birmingham,no
