ID,Department,Manager,Location,DataFan
788,Operations,1931,Mumbai,no
1460,DivisionY,2882,Kolkata,no
443,Operations,2762,Kolkata,no
2762,Customer Services,590,Kolkata,no
2671,Operations,2762,Kolkata,no
156,Training,2624,Kolkata,no
2624,Training,1085,Kolkata,no
4,Customer Services,2762,Kolkata,no
1394,Training,1085,Kolkata,no
2934,DivisionX,3116,Hyderabad,no
2951,DivisionY,730,Hyderabad,no
331,Training,505,Hyderabad,no
568,DivisionX,369,Hyderabad,no
505,Training,1085,Chennai,no
1279,DivisionX,796,Chennai,no
2167,Operations,2243,Chennai,no
2879,Training,1767,Chennai,no
3141,Operations,2243,Chennai,no
239,Training,1085,Mumbai,no
763,Customer Services,1931,Mumbai,no
1089,DivisionY,1396,Kolkata,no
2988,Training,239,Mumbai,no
1093,Operations,2072,New Delhi,no
807,Facilities,3087,New Delhi,no
274,Training,1680,New Delhi,no
1088,Training,1635,Thiruvananthapuram,no
798,Training,1767,New Delhi,no
892,Operations,1999,New Delhi,no
2917,DivisionX,641,Athens,no
2371,DivisionX,641,Athens,no
2985,DivisionX,2278,Switzerland,no
243,DivisionX,3146,Quito,no
2133,DivisionX,243,Quito,no
2019,DivisionX,243,Quito,no
213,DivisionX,243,Quito,no
1000,Training,1744,Cape Town,no
779,Training,818,Cape Town,no
818,Training,143,Cape Town,no
2090,Training,1285,Cape Town,no
1887,Training,2090,Cape Town,no
1607,Training,818,Cape Town,no
2941,Training,143,Cape Town,no
1073,Training,143,Cape Town,no
1121,Training,1000,Cape Town,no
37,Training,143,Cape Town,no
681,Finance,233,Cape Town,no
1471,Training,681,Cape Town,no
2793,Finance,1471,Cape Town,no
191,Finance,1471,Cape Town,no
382,Finance,681,Cape Town,no
964,DivisionY,822,Cape Town,no
121,Training,757,Cape Town,no
1415,DivisionY,964,Cape Town,no
698,Training,757,Cape Town,no
1727,Training,757,Cape Town,no
263,Training,1471,Cape Town,no
1285,Training,1000,Cape Town,no
1888,Customer Services,1285,Cape Town,no
2591,Training,1285,Cape Town,no
1844,Finance,1471,Cape Town,no
2432,Customer Services,1888,Cape Town,no
375,Training,757,Gauteng,no
2823,Customer Services,2591,Gauteng,no
122,Training,757,Cape Town,no
1094,Training,757,Cape Town,no
2423,Training,2549,Beijing,no
2200,DivisionY,1790,Beijing,no
581,DivisionX,2627,Beijing,no
2040,DivisionY,1903,Beijing,no
2627,DivisionX,2549,Beijing,no
3245,DivisionX,2549,Beijing,no
2174,DivisionY,1903,Beijing,no
734,DivisionY,2040,Beijing,no
2013,DivisionX,2549,Beijing,no
1681,DivisionX,2013,Beijing,no
2549,DivisionX,1452,Beijing,no
1890,DivisionX,2767,Guangzhou,no
3265,DivisionX,2767,Guangzhou,no
813,DivisionX,2767,Guangzhou,no
2767,DivisionX,2549,Hong Kong,no
1717,DivisionX,2549,Hong Kong,no
2251,DivisionX,2549,Shanghai,no
397,DivisionX,1381,Tokyo,no
701,DivisionX,235,Tokyo,no
1381,DivisionX,235,Tokyo,no
3252,DivisionX,1381,Tokyo,no
1043,DivisionX,1381,Tokyo,no
214,DivisionY,1903,Tokyo,no
136,DivisionX,235,Seoul,no
1384,DivisionX,136,Seoul,no
2188,DivisionX,430,Jakarta,no
356,DivisionX,2112,Kuala Lumpur,no
2112,DivisionX,235,Kuala Lumpur,no
2710,DivisionX,2112,Kuala Lumpur,no
2923,DivisionY,2530,Bangkok,no
2905,DivisionX,249,Bangkok,no
2047,DivisionX,235,Bangkok,no
235,DivisionX,1452,Bangkok,no
1543,DivisionX,2047,Bangkok,no
1539,DivisionX,235,Ho Chi Minh City,no
585,DivisionX,1539,Ho Chi Minh City,no
791,Finance,1494,Singapore,no
132,Finance,1591,Singapore,no
2551,Finance,66,Singapore,no
3268,Legal,622,Singapore,no
98,Legal,622,Singapore,no
1359,DivisionX,701,Singapore,no
3324,Operations,2427,Singapore,no
1406,Operations,711,Singapore,no
326,Customer Services,1406,Singapore,no
339,Training,1262,Port Melbourne,no
2058,Operations,1959,Port Melbourne,no
258,DivisionY,2871,Port Melbourne,no
2305,Training,567,Port Melbourne,no
3189,Customer Services,2351,Port Melbourne,no
1222,Training,205,Port Melbourne,no
205,Training,519,Port Melbourne,no
2681,Operations,1959,Port Melbourne,no
2927,Training,34,Sydney,no
34,Training,2305,Port Melbourne,no
1483,Training,1262,Port Melbourne,no
2190,Customer Services,2351,Port Melbourne,no
495,Training,2305,Port Melbourne,no
942,DivisionY,2592,Port Melbourne,no
199,DivisionY,519,Port Melbourne,no
1019,Finance,2619,Port Melbourne,no
1626,Training,2305,Port Melbourne,no
3270,Training,1262,Port Melbourne,no
3137,Finance,2619,Port Melbourne,no
118,Training,1262,Port Melbourne,no
1496,Training,2305,Port Melbourne,no
1549,Training,2305,Port Melbourne,no
1927,Training,1496,Port Melbourne,no
1262,Training,567,Port Melbourne,no
2351,Customer Services,11,Port Melbourne,no
1291,Training,2822,Port Melbourne,no
1959,Operations,11,Port Melbourne,no
1722,Training,1310,Port Melbourne,no
938,DivisionX,567,Port Melbourne,no
3121,Training,2252,Port Melbourne,no
519,Training,567,Port Melbourne,no
567,Training,1744,Port Melbourne,no
1405,Training,567,Port Melbourne,no
2617,Training,34,Sydney,no
792,Customer Services,2351,Port Melbourne,no
2679,Finance,233,Port Melbourne,no
2252,Training,519,Port Melbourne,no
2619,Finance,2679,Port Melbourne,no
1310,Training,519,Port Melbourne,no
11,Facilities,567,Port Melbourne,no
2822,Training,2305,Port Melbourne,no
3286,Training,34,Port Melbourne,no
626,DivisionX,3146,Lima,no
2483,DivisionX,1500,France,no
1412,DivisionX,2278,France,no
1351,DivisionX,1247,France,no
1247,DivisionX,2278,France,no
2278,DivisionX,272,France,no
1581,DivisionX,1885,Moscow,no
2447,DivisionX,75,Turin,no
916,DivisionX,2447,Turin,no
1182,Training,3353,Turin,no
22,DivisionX,75,Turin,no
2194,DivisionX,3055,Dubai,no
1802,Training,3055,Dubai,no
2083,DivisionX,856,Madrid,no
736,DivisionX,3166,Madrid,no
856,DivisionX,1645,Madrid,no
898,DivisionX,3166,Madrid,no
3072,DivisionX,856,Madrid,no
2239,DivisionX,2454,Madrid,no
2749,Operations,686,Madrid,no
868,DivisionX,552,Madrid,no
2910,Finance,1280,Madrid,no
710,DivisionX,2083,Madrid,no
1774,DivisionX,2031,Madrid,no
2273,DivisionX,736,Madrid,no
3256,DivisionX,2204,Madrid,no
95,DivisionX,3166,Madrid,no
3301,DivisionX,3124,Madrid,no
747,DivisionX,1846,Madrid,no
1709,DivisionY,822,Madrid,no
1051,DivisionX,JANE HOLT (On Leave),Madrid,no
1280,Finance,2920,Madrid,no
162,DivisionX,1600,Madrid,no
23,DivisionX,2204,Madrid,no
268,DivisionX,736,Madrid,no
615,DivisionX,736,Madrid,no
2646,DivisionX,736,Madrid,no
1346,DivisionX,3166,Madrid,no
1535,DivisionX,2239,Madrid,no
1713,DivisionX,95,Madrid,no
606,DivisionX,95,Madrid,no
675,DivisionX,95,Madrid,no
2202,DivisionX,2204,Madrid,no
2553,DivisionX,3166,Madrid,no
2241,DivisionX,42,Madrid,no
2734,DivisionX,1280,Madrid,no
3020,DivisionX,3166,Madrid,no
508,DivisionX,95,Madrid,no
904,DivisionX,2204,Madrid,no
2937,DivisionX,736,Madrid,no
2863,DivisionX,95,Madrid,no
1586,DivisionX,95,Madrid,no
180,DivisionX,2204,Madrid,no
821,DivisionX,2734,Madrid,no
407,DivisionX,1645,Madrid,no
2560,DivisionX,JANE HOLT (On Leave),Madrid,no
405,DivisionX,3073,Madrid,no
2909,DivisionX,2239,Madrid,no
1846,DivisionX,407,Madrid,no
8,DivisionX,828,Madrid,no
2418,DivisionX,2083,Madrid,no
1074,DivisionX,3020,Madrid,no
2589,DivisionX,856,Madrid,no
3305,Finance,1280,Madrid,no
1209,DivisionX,856,Madrid,no
776,DivisionX,3166,Madrid,no
1558,DivisionX,95,Madrid,no
670,Finance,2910,Madrid,no
1298,DivisionX,2454,Madrid,no
1044,DivisionX,3166,Madrid,no
3169,DivisionX,1846,Madrid,no
3104,DivisionX,95,Madrid,no
1498,DivisionX,3020,Madrid,no
2224,DivisionX,1846,Madrid,no
1417,DivisionX,95,Madrid,no
2387,Technology,1701,Madrid,no
896,DivisionX,3166,Madrid,no
3156,DivisionX,1540,Madrid,no
1600,DivisionX,855,Madrid,no
989,Marketing,2809,Birmingham,no
2525,Training,2487,Birmingham,no
1347,Finance,1978,Birmingham,no
2309,Customer Services,2146,Birmingham,no
3261,Training,5,Birmingham,no
570,Training,874,Birmingham,yes
1738,Training,971,Birmingham,no
2385,Training,145,Birmingham,no
3019,Training,1416,Birmingham,no
1122,Training,2803,Birmingham,no
3276,Technology,1137,Birmingham,no
436,Training,541,Birmingham,no
2262,Finance,2403,Sao Paulo,no
589,DivisionX,1804,Sao Paulo,no
1623,DivisionX,3007,Sao Paulo,no
2781,DivisionX,3007,Sao Paulo,no
1952,DivisionX,238,Sao Paulo,no
2215,DivisionX,1804,Sao Paulo,no
3003,DivisionX,589,Sao Paulo,no
2272,DivisionX,589,Sao Paulo,no
1544,DivisionX,589,Sao Paulo,no
3028,Finance,2403,Sao Paulo,no
1167,DivisionX,589,Sao Paulo,no
759,DivisionX,2958,Sao Paulo,no
2403,Finance,2920,Sao Paulo,no
2108,DivisionX,589,Sao Paulo,no
2994,DivisionX,3007,Sao Paulo,no
1775,DivisionX,2215,Sao Paulo,no
450,DivisionX,589,Sao Paulo,no
1422,DivisionX,589,Sao Paulo,no
2875,DivisionX,2215,Sao Paulo,no
238,DivisionX,1804,Sao Paulo,no
1961,DivisionX,3007,Sao Paulo,no
3007,DivisionX,1804,Sao Paulo,no
2706,DivisionX,3007,Sao Paulo,no
486,DivisionX,589,Sao Paulo,no
1424,DivisionX,589,Sao Paulo,no
2958,DivisionX,1804,Sao Paulo,no
36,DivisionX,2958,Sao Paulo,no
2666,Finance,2403,Sao Paulo,no
3228,DivisionX,238,Sao Paulo,no
404,Finance,2403,Sao Paulo,no
2524,DivisionX,3007,Sao Paulo,no
2858,DivisionY,193,Sao Paulo,no
3107,DivisionX,3007,Rio de Janeiro,no
416,DivisionX,3007,Rio de Janeiro,no
780,DivisionX,3278,Mexico City,no
1799,DivisionX,3146,Mexico City,no
3123,DivisionX,1504,Mexico City,no
838,DivisionX,693,Mexico City,no
2030,DivisionX,1029,Mexico City,no
1725,DivisionX,2811,Mexico City,no
1112,DivisionX,2030,Mexico City,no
2208,DivisionX,104,Mexico City,no
1828,DivisionX,2936,Mexico City,no
565,Finance,3039,Mexico City,no
2709,DivisionX,2330,Mexico City,no
551,DivisionX,3278,Mexico City,no
388,Facilities,104,Mexico City,no
2028,DivisionX,3123,Mexico City,no
2181,DivisionX,1344,Mexico City,no
1856,DivisionX,1799,Mexico City,no
2330,DivisionX,2030,Mexico City,no
3031,Finance,3039,Mexico City,no
679,DivisionX,1799,Mexico City,no
1344,DivisionX,3146,Mexico City,no
3000,DivisionX,2936,Mexico City,no
2049,DivisionX,3146,Mexico City,no
3039,Finance,209,Mexico City,no
3280,DivisionX,8,Mexico City,no
3186,HR,1165,Mexico City,no
193,DivisionY,1037,Mexico City,no
572,DivisionX,3146,Mexico City,no
111,DivisionX,3316,Mexico City,no
2898,DivisionX,2181,Mexico City,no
3247,Customer Services,31,Mexico City,no
3278,DivisionX,3146,Mexico City,no
1313,DivisionX,2936,Mexico City,no
1047,DivisionX,1112,Mexico City,no
2037,DivisionX,301,Mexico City,no
3350,Customer Services,31,Mexico City,no
1584,DivisionY,193,Mexico City,no
1426,DivisionX,287,Mexico City,no
603,DivisionX,3146,Bogota,no
1741,DivisionX,603,Bogota,no
1284,DivisionX,603,Bogota,no
43,DivisionX,603,Bogota,no
2855,DivisionX,861,Praha,no
1212,DivisionX,1885,Moscow,no
720,DivisionX,1885,Moscow,no
1188,DivisionX,1885,Moscow,no
1661,DivisionX,1710,Birmingham,no
1252,DivisionX,1885,Moscow,no
2586,DivisionX,1804,Santiago,no
2947,Training,2343,Buenos Aires,no
642,DivisionX,1804,Buenos Aires,no
1804,DivisionX,8,Sao Paulo,no
704,Technology,1299,Birmingham,no
1331,DivisionY,528,Birmingham,no
861,DivisionX,1786,Praha,no
2780,DivisionX,1885,Moscow,no
929,DivisionX,2112,Kuala Lumpur,no
277,DivisionY,1563,New York,no
2127,Marketing,2809,Birmingham,no
1165,HR,56,Birmingham,no
1838,DivisionX,3301,Birmingham,no
196,DivisionX,1428,Birmingham,no
1571,DivisionY,3114,Birmingham,no
540,DivisionY,1335,Birmingham,no
1077,Training,1691,Birmingham,no
2203,DivisionY,933,Birmingham,no
1286,Training,971,Birmingham,no
1784,Training,1993,New Delhi,no
1187,Training,274,New Delhi,no
580,Customer Services,2243,Thiruvananthapuram,no
1680,Training,1744,New Delhi,no
2877,Legal,1962,Birmingham,no
2397,DivisionY,2164,Amsterdam,no
2724,DivisionY,1018,Birmingham,no
1637,DivisionY,59,New York,no
2395,DivisionY,1443,Birmingham,no
2697,Technology,2384,Birmingham,no
2610,Technology,2269,Birmingham,no
2111,DivisionY,Dan Edwards (On Leave),Birmingham,no
503,DivisionY,1475,Birmingham,no
794,Operations,1502,Birmingham,no
2634,DivisionY,933,Birmingham,no
2169,DivisionY,1203,Birmingham,no
2468,Training,737,Birmingham,no
3157,Training,304,Birmingham,no
1459,Training,160,Birmingham,no
304,Training,1666,Birmingham,no
2487,Training,233,Birmingham,no
2574,DivisionY,1105,New York,no
3246,Technology,Tina Dela Cruz (On Leave),Manila,no
2869,Technology,1695,Manila,no
3212,Technology,1910,Birmingham,no
1029,Technology,1795,Birmingham,no
775,Technology,3277,Birmingham,no
3032,DivisionX,Pamela Baxter [C],Birmingham,no
1254,DivisionY,706,New York,no
1458,DivisionX,2845,Birmingham,no
108,Finance,1902,Birmingham,no
2503,Finance,1902,Birmingham,no
2693,Technology,2315,Manila,no
1677,Technology,218,Manila,no
3075,DivisionX,1130,Birmingham,no
2753,Finance,1620,Birmingham,no
560,DivisionY,1395,Birmingham,no
737,Training,2495,Birmingham,yes
1034,DivisionY,1037,New York,no
654,DivisionX,249,Bangkok,no
2637,DivisionX,1016,Birmingham,no
27,Training,1416,Birmingham,no
2422,Training,1315,Birmingham,no
2317,HR,1165,Birmingham,no
2808,Finance,341,Birmingham,no
3140,Finance,3051,Birmingham,no
2499,Finance,1783,Birmingham,no
3283,DivisionX,627,Birmingham,no
997,Technology,1312,Manila,no
2360,Legal,Paul Morton [C],Birmingham,no
837,Training,2495,Birmingham,no
2516,DivisionX,1233,Birmingham,no
166,DivisionY,449,Birmingham,no
2736,Training,2615,Kenya,no
237,Training,2736,Nigeria,no
266,Technology,931,Manila,no
2321,Training,1744,Birmingham,no
2986,Training,2042,Birmingham,no
485,DivisionY,2871,Singapore,no
2118,DivisionY,2233,Birmingham,no
1199,Training,971,Birmingham,no
2510,Training,1496,Port Melbourne,no
3211,DivisionX,1786,Warsaw,no
3206,Training,145,Birmingham,no
2488,DivisionX,275,Amsterdam,no
275,DivisionX,2278,Amsterdam,no
2337,DivisionX,Eileen Dessaso [C],Birmingham,no
2324,DivisionX,306,Birmingham,no
1724,Technology,690,Manila,no
1704,Technology,913,Manila,no
1789,Training,874,Birmingham,no
2399,DivisionX,552,Birmingham,no
2608,Training,2803,Birmingham,no
2149,Training,3353,Madrid,no
1118,Technology,1933,Manila,no
140,DivisionY,129,Birmingham,no
2302,DivisionY,1037,New York,no
2235,DivisionY,1152,Birmingham,no
3244,Technology,793,Birmingham,yes
1192,DivisionY,1297,Birmingham,no
1953,Technology,2911,Manila,no
3215,Technology,184,Manila,no
363,DivisionX,Niki Donnelly (On Leave),Birmingham,no
1988,Training,1618,Istanbul,no
146,DivisionX,1381,Tokyo,no
921,DivisionX,1381,Tokyo,no
160,Training,1315,Birmingham,no
2396,Training,304,Birmingham,no
715,Training,274,New Delhi,no
876,Finance,3113,Birmingham,no
777,DivisionX,2716,Birmingham,no
2648,Training,1680,New Delhi,no
2675,Technology,2315,Manila,no
613,Legal,Paul Morton [C],Birmingham,no
3087,Finance,233,New Delhi,no
1055,DivisionY,2121,New York,no
2256,DivisionY,3088,Birmingham,no
1062,Technology,197,Birmingham,no
420,Training,2396,Birmingham,no
1360,DivisionX,224,Birmingham,no
2336,Legal,2348,Birmingham,no
1448,Technology,1029,Birmingham,no
809,Technology,197,Birmingham,yes
3164,DivisionY,2341,New York,no
2046,DivisionY,2144,Birmingham,no
694,Operations,2144,Birmingham,no
889,Technology,1029,Birmingham,yes
1675,DivisionY,1264,New Delhi,no
3014,DivisionY,135,New York,no
1201,Technology,2976,Birmingham,yes
1243,DivisionY,3114,Birmingham,no
641,DivisionX,2278,Switzerland,no
1145,DivisionY,2312,Birmingham,no
2402,Finance,1591,Singapore,no
2899,DivisionX,430,Jakarta,no
2599,DivisionX,430,Jakarta,no
1250,Technology,1933,Manila,no
1259,Technology,19,Manila,no
395,Technology,3136,Birmingham,no
2041,DivisionX,2533,Birmingham,no
2179,Technology,478,Manila,no
294,Training,974,Birmingham,no
1204,Technology,197,Birmingham,no
183,DivisionX,1373,Birmingham,no
426,Technology,2572,Birmingham,no
1013,DivisionX,832,Birmingham,no
1142,DivisionY,335,New York,no
3238,Technology,1554,Manila,no
2162,DivisionX,602,Birmingham,no
2366,DivisionX,3278,Mexico City,no
3021,Finance,241,Birmingham,no
1389,DivisionZ,962,Manila,no
699,Technology,962,Manila,no
3111,Technology,1204,Manila,no
99,DivisionX,95,Madrid,no
1104,Finance,697,Birmingham,no
302,Finance,3137,Port Melbourne,no
3227,Technology,1278,Birmingham,no
2578,Training,1022,Birmingham,no
1806,Technology,793,Birmingham,no
2522,Training,1691,Birmingham,no
879,Customer Services,509,Birmingham,no
2270,Operations,770,Birmingham,no
1407,DivisionX,2280,Madrid,no
2192,Technology,809,Birmingham,no
3110,Finance,1902,Birmingham,no
2264,DivisionY,2465,Birmingham,no
2545,DivisionY,3298,Birmingham,no
914,DivisionX,602,Birmingham,no
1041,Technology,976,Birmingham,no
1436,DivisionY,2341,Birmingham,no
2413,DivisionY,3088,Birmingham,yes
1462,Technology,2518,Manila,no
490,Technology,1312,Manila,no
865,Technology,809,Birmingham,no
1794,DivisionX,2946,Birmingham,no
1345,Customer Services,1285,Cape Town,no
1082,DivisionY,2602,Birmingham,no
1653,Training,974,Birmingham,no
3166,DivisionX,1645,Madrid,no
1574,DivisionY,1037,New York,no
918,DivisionY,2302,New York,no
2592,DivisionY,1395,Port Melbourne,no
1566,Communications,1316,Birmingham,no
369,DivisionX,1680,New Delhi,no
67,Finance,1682,Manila,no
1,Finance,3255,Manila,no
1591,Finance,313,Singapore,no
1172,Facilities,2229,New York,no
2852,Technology,2384,Port Melbourne,no
1416,Training,946,Birmingham,no
301,DivisionX,887,Mexico City,no
2327,DivisionX,Niki Donnelly (On Leave),Birmingham,yes
2828,DivisionX,3138,Mexico City,no
1534,DivisionX,75,Turin,no
2669,DivisionX,2447,Turin,no
962,DivisionZ,181,Manila,no
3236,Finance,2038,Manila,no
1333,Technology,1704,Manila,no
877,DivisionY,2634,Birmingham,yes
2752,Technology,346,Birmingham,no
137,Customer Services,1960,Birmingham,no
943,Technology,3136,Birmingham,no
373,Finance,1494,Birmingham,no
1744,Training,2144,Birmingham,no
1556,DivisionX,Rob Bexon [C],Birmingham,no
2092,DivisionX,235,Bangkok,no
3317,DivisionX,3050,New York,no
392,DivisionX,Irana Morrish [C],Birmingham,yes
1817,Training,1022,Birmingham,no
15,DivisionX,2795,Birmingham,no
449,DivisionY,308,New York,no
1960,Customer Services,711,Birmingham,no
234,DivisionX,1505,Birmingham,no
1797,DivisionX,Rob Bexon [C],Birmingham,no
2628,DivisionX,1684,Birmingham,no
1756,Customer Services,1985,Manila,no
2831,DivisionZ,2027,Manila,no
1813,Sales,3209,Birmingham,no
2244,Technology,574,Manila,no
1256,Technology,2911,Manila,no
2544,DivisionY,587,Birmingham,no
590,Operations,3087,New Delhi,no
1137,Technology,21,Birmingham,no
1827,Technology,1801,Manila,no
1133,DivisionY,195,Birmingham,no
2078,DivisionZ,962,Manila,no
3313,Operations,745,Madrid,no
2849,Technology,889,Birmingham,yes
2407,DivisionX,3071,India Operations Centre,no
2964,Facilities,836,Birmingham,no
2319,DivisionX,1233,Birmingham,no
1593,DivisionX,105,India Operations Centre,no
2294,DivisionX,2922,India Operations Centre,no
937,DivisionY,2602,Birmingham,no
1322,Operations,2626,Birmingham,no
1234,Customer Services,711,Manila,no
1872,Technology,218,Manila,no
1982,DivisionY,1006,Birmingham,no
3241,Technology,3257,Manila,no
825,DivisionY,1443,Singapore,no
143,Training,1000,Cape Town,no
2027,DivisionZ,962,Manila,no
923,DivisionX,2130,Birmingham,no
1244,Training,971,Birmingham,no
1294,Technology,1472,Manila,no
1288,Technology,Tina Dela Cruz (On Leave),Manila,no
3030,DivisionY,135,Birmingham,yes
1809,Customer Services,1234,Manila,no
82,DivisionY,2742,New York,no
732,Technology,841,Birmingham,no
3230,DivisionX,2328,New York,no
1059,Technology,962,Manila,no
2166,Customer Services,1234,Manila,no
656,Technology,1482,Manila,no
538,Technology,915,Manila,no
1555,DivisionY,2602,Birmingham,no
911,Customer Services,1809,Manila,no
1747,Technology,1615,Manila,no
1679,DivisionX,2328,New York,no
2644,DivisionY,1922,Birmingham,no
479,Technology,793,Manila,no
2442,DivisionY,199,Port Melbourne,no
689,DivisionY,2592,Port Melbourne,no
2623,DivisionX,2865,Birmingham,no
2846,DivisionX,828,Birmingham,no
991,DivisionY,1123,Birmingham,no
907,DivisionY,258,Port Melbourne,no
2388,DivisionY,1339,Birmingham,no
3251,DivisionY,14,Birmingham,yes
1134,Technology,1557,Birmingham,no
376,DivisionX,1583,Istanbul,no
2535,DivisionX,275,Amsterdam,no
728,Technology,2348,Manila,no
1341,DivisionY,449,New York,no
770,Operations,66,Birmingham,no
1985,Customer Services,1234,Manila,no
209,Finance,2920,Mexico City,no
1103,Customer Services,2306,Manila,no
1560,DivisionX,3020,Madrid,no
292,DivisionY,431,Birmingham,no
817,DivisionX,Purnima Singh [C],India Operations Centre,no
2039,DivisionX,3116,New Delhi,no
525,Training,1224,Birmingham,no
2243,Operations,590,Bengaluru,no
2085,Technology,479,Manila,no
123,Training,143,Cape Town,no
2350,Training,143,Cape Town,no
2866,DivisionX,2533,Birmingham,no
2763,Technology,915,Manila,no
2466,DivisionX,736,Madrid,no
1524,DivisionX,Eileen Dessaso [C],Birmingham,no
1841,DivisionX,2204,Madrid,no
2867,DivisionY,2764,Birmingham,no
1920,DivisionX,602,Birmingham,no
434,Training,737,Birmingham,yes
1058,HR,1165,Birmingham,no
684,DivisionY,321,Birmingham,no
890,DivisionY,2502,New Delhi,no
526,Training,239,Mumbai,no
1763,Training,1084,Mumbai,no
738,DivisionX,746,Mumbai,no
219,Training,2347,Thiruvananthapuram,no
2134,Training,1069,New Delhi,no
2379,DivisionX,715,Hyderabad,no
1812,Technology,2842,Birmingham,no
54,DivisionY,59,Birmingham,no
39,Customer Services,1975,New York,no
2674,Customer Services,1809,Manila,no
858,Training,505,Bengaluru,no
881,DivisionX,407,Madrid,no
2684,Training,2096,New Delhi,no
2480,Technology,2518,Manila,no
729,Technology,2027,Manila,no
2576,Technology,2998,Manila,no
202,DivisionY,1032,Birmingham,no
2303,Training,624,New Delhi,no
646,DivisionY,3188,Birmingham,no
3155,Finance,1300,New Delhi,no
2209,Training,1767,Mumbai,no
2928,Technology,2085,Manila,no
1570,Training,818,Cape Town,no
947,DivisionY,653,Birmingham,no
1814,DivisionY,1720,Birmingham,yes
1363,Technology,1557,Birmingham,no
515,Training,17,New Delhi,no
944,Legal,1962,Birmingham,no
1958,Training,505,Chennai,no
2450,Finance,1300,New Delhi,no
2944,Training,1394,Kolkata,no
924,DivisionY,210,New Delhi,no
161,DivisionX,3301,Mexico City,no
93,Facilities,2551,Singapore,no
1191,DivisionY,1203,Athens,no
259,Sales,Adrian Horrocks (On Leave),Birmingham,no
2153,Customer Services,2044,Birmingham,no
3117,DivisionX,568,Thiruvananthapuram,no
3349,Training,1738,Birmingham,no
245,Legal,1532,Birmingham,no
2416,DivisionX,602,Birmingham,no
1241,Training,1416,Birmingham,no
424,DivisionY,2233,Birmingham,no
1801,Technology,1221,Manila,no
2885,Customer Services,1931,Mumbai,no
1439,Technology,2911,Manila,no
3234,Technology,346,Manila,no
158,Technology,2911,Manila,no
318,DivisionX,1381,Tokyo,no
1748,Training,2789,Birmingham,no
1113,DivisionX,639,Birmingham,no
2514,Technology,1812,Birmingham,no
1131,DivisionX,3301,Birmingham,no
483,Sales,2656,Birmingham,no
1670,Training,971,Birmingham,no
270,Customer Services,1285,Cape Town,no
1370,DivisionY,2940,Athens,no
2063,Technology,2314,Manila,no
2565,DivisionX,315,Mexico City,no
31,DivisionX,1960,Mexico City,no
396,Customer Services,556,Tokyo,no
260,Technology,1795,India Operations Centre,no
2165,Technology,2911,Manila,no
2452,Technology,184,Manila,no
141,Technology,997,Manila,no
2428,Training,1179,Birmingham,no
3257,Technology,181,Manila,no
2651,DivisionY,1811,New York,no
1482,Technology,931,Manila,no
3345,Training,2988,Mumbai,no
1619,Training,239,Mumbai,no
549,Legal,Paul Morton [C],Birmingham,no
622,Legal,1962,Birmingham,no
299,Finance,1902,Birmingham,no
3309,DivisionY,78,Birmingham,no
1891,DivisionY,308,Birmingham,yes
966,DivisionY,1395,New York,no
2072,Operations,590,Paris,no
1860,Technology,690,Manila,no
1293,Technology,690,Manila,no
1281,DivisionY,2742,Birmingham,no
3018,Training,505,Hyderabad,no
1568,DivisionX,746,Mumbai,no
81,Training,1084,Mumbai,no
1947,Training,156,Kolkata,no
2915,DivisionX,2328,New York,no
3082,Training,2375,New York,no
2435,DivisionX,3271,New York,no
894,DivisionX,235,Singapore,no
906,DivisionX,Kanchan Ganguly [C],India Operations Centre,no
2703,DivisionX,272,Birmingham,no
2163,DivisionX,3181,Quito,no
802,Technology,1933,Manila,no
2715,Technology,Tina Dela Cruz (On Leave),Manila,no
1625,Technology,986,Manila,no
344,Technology,1704,Manila,no
2577,Technology,2085,Manila,no
149,Customer Services,1931,Mumbai,no
2216,DivisionX,3166,Madrid,no
343,DivisionX,736,Madrid,no
2425,DivisionX,95,Madrid,no
2175,DivisionX,736,Madrid,no
2959,Customer Services,1975,New York,no
2349,Training,2375,New York,no
498,Technology,184,Manila,no
3090,DivisionY,1152,Birmingham,no
3171,Training,601,Birmingham,no
686,Operations,1645,Madrid,no
2773,Sales,2656,Birmingham,no
2933,DivisionX,31,Mexico City,no
3066,Training,2736,Kenya,no
2532,Customer Services,1406,Singapore,no
1683,Customer Services,2166,Manila,no
1940,DivisionY,1903,Beijing,no
3053,Training,3132,Qatar,no
2874,DivisionX,569,Mexico City,no
2135,DivisionX,2565,Mexico City,no
2901,Technology,2085,Manila,no
478,Technology,652,Manila,no
336,DivisionY,1903,Taiwan,no
2471,DivisionX,243,Quito,no
3146,DivisionX,3280,Mexico City,no
2032,Training,757,Gauteng,no
2389,DivisionX,2239,Madrid,no
3316,DivisionX,1344,Mexico City,no
723,DivisionX,589,Sao Paulo,no
1931,Operations,590,Mumbai,no
2838,DivisionX,2701,India Operations Centre,no
1728,DivisionY,1903,Beijing,no
467,Customer Services,1985,Manila,no
1173,DivisionX,693,Mexico City,no
1374,DivisionX,2181,Mexico City,no
287,DivisionX,1344,Mexico City,no
2658,DivisionX,Scott Marshall (On Leave),India Operations Centre,no
2257,Finance,3255,New York,no
2834,DivisionY,3114,India Operations Centre,no
2433,DivisionY,3114,India Operations Centre,no
1853,DivisionX,8,New York,no
935,DivisionY,1264,New Delhi,no
1287,Technology,1029,New Delhi,no
